File,Function,Kind,TypeAnnotation,UnrolledTypeAnnotation,TypeVarsSummary,Error,Warning,VarCnt,HasWhere,VarsUsedOnce,UseSiteVariance,ImprUseSiteVariance,RestrictedScope,ClosedLowerBound,Package
src/TypeInstances_DataTypesBasic/Either.jl,TypeClasses.neutral,mtsig,"(Tuple{Type{Either{L, <:UR}}} where UR) where L","(Tuple{Type{Either{L, var""##ANON_TV#4262""} where var""##ANON_TV#4262"" <: UR}} where UR) where L","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4262""), :(Union{}), :UR, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UR, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:L, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypeClasses.jl
src/TypeInstances_DataTypesBasic/Either.jl,TypeClasses.neutral,mtsig,Tuple{Type{Option{<:UT}}} where UT,"Tuple{Type{Option{var""##ANON_TV#4263""} where var""##ANON_TV#4263"" <: UT}} where UT","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4263""), :(Union{}), :UT, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UT, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/TypeClasses.jl
src/TypeInstances_DataTypesBasic/Either.jl,TypeClasses.pure,mtsig,"(Tuple{Type{Either{L, <:UR}}, Any} where UR) where L","(Tuple{Type{Either{L, var""##ANON_TV#4264""} where var""##ANON_TV#4264"" <: UR}, Any} where UR) where L","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4264""), :(Union{}), :UR, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UR, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:L, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypeClasses.jl
src/TypeInstances_DataTypesBasic/Either.jl,TypeClasses.pure,mtsig,"(Tuple{Type{Either{<:UL, R}}, Any} where R) where UL","(Tuple{Type{Either{var""##ANON_TV#4265"", R} where var""##ANON_TV#4265"" <: UL}, Any} where R) where UL","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4265""), :(Union{}), :UL, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:R, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UL, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypeClasses.jl
src/TypeInstances_DataTypesBasic/Either.jl,TypeClasses.pure,mtsig,"(Tuple{Type{Either{<:UL, <:UR}}, Any} where UR) where UL","(Tuple{Type{(Either{var""##ANON_TV#4266"", var""##ANON_TV#4267""} where var""##ANON_TV#4266"" <: UL) where var""##ANON_TV#4267"" <: UR}, Any} where UR) where UL","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4266""), :(Union{}), :UL, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#4267""), :(Union{}), :UR, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UR, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:UL, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCUpBnd, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,true,false,true,false,true,../data/ta-info/all/TypeClasses.jl
src/promotion.jl,MP.promote_rule,mtsig,"Tuple{Type{Term{C, M1} where C}, Type{<:MonomialLike}} where M1","Tuple{Type{Term{C, M1} where C}, Type{var""##ANON_TV#2174""} where var""##ANON_TV#2174"" <: MonomialLike} where M1","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2174""), :(Union{}), :MonomialLike, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule,mtsig,"Tuple{Type{<:MonomialLike}, Type{Term{C, M2} where C}} where M2","Tuple{Type{var""##ANON_TV#2175""} where var""##ANON_TV#2175"" <: MonomialLike, Type{Term{C, M2} where C}} where M2","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2175""), :(Union{}), :MonomialLike, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule,mtsig,"((Tuple{Type{Term{C, M1} where C}, Type{Term{T, M2}}} where M2) where M1) where T","((Tuple{Type{Term{C, M1} where C}, Type{Term{T, M2}}} where M2) where M1) where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule,mtsig,"((Tuple{Type{Term{T, M2}}, Type{Term{C, M1} where C}} where M2) where M1) where T","((Tuple{Type{Term{T, M2}}, Type{Term{C, M1} where C}} where M2) where M1) where T","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:T, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule,mtsig,"Tuple{Type{<:Polynomial}, Type{Term{C, M} where C}} where M","Tuple{Type{var""##ANON_TV#2176""} where var""##ANON_TV#2176"" <: Polynomial, Type{Term{C, M} where C}} where M","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2176""), :(Union{}), :Polynomial, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule,mtsig,"Tuple{Type{Term{C, M} where C}, Type{<:Polynomial}} where M","Tuple{Type{Term{C, M} where C}, Type{var""##ANON_TV#2177""} where var""##ANON_TV#2177"" <: Polynomial} where M","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2177""), :(Union{}), :Polynomial, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,MP.promote_rule_constant,mtsig,"Tuple{Type, Type{Term{C, M} where C}} where M","Tuple{Type, Type{Term{C, M} where C}} where M","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/promotion.jl,Base.convert,mtsig,"Tuple{Type{Term{C, M} where C}, MonomialLike} where M","Tuple{Type{Term{C, M} where C}, MonomialLike} where M","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(:C, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:M, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/TypedPolynomials.jl
src/DictTable.jl,Dictionaries.empty_type,mtsig,"(Tuple{Type{DictTable{<:Any, <:Any, <:Any, Inds}}, Type{I}} where Inds) where I","(Tuple{Type{((DictTable{var""##ANON_TV#2248"", var""##ANON_TV#2249"", var""##ANON_TV#2250"", Inds} where var""##ANON_TV#2248"" <: Any) where var""##ANON_TV#2249"" <: Any) where var""##ANON_TV#2250"" <: Any}, Type{I}} where Inds) where I","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2248""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2249""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2250""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCWhere)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:Inds, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:I, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,5,true,true,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/FlexTable.jl,FlexTable,mtsig,"Tuple{NamedTuple{<:Any, <:Tuple{Vararg{AbstractArray{<:Any, N}}}}} where N","Tuple{(NamedTuple{var""##ANON_TV#2270"", var""##ANON_TV#2271""} where var""##ANON_TV#2270"" <: Any) where var""##ANON_TV#2271"" <: Tuple{Vararg{AbstractArray{var""##ANON_TV#2272"", N} where var""##ANON_TV#2272"" <: Any}}} where N","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2272""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCUpBnd, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2270""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCWhere, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2271""), :(Union{}), :(Tuple{Vararg{AbstractArray{var""##ANON_TV#2272"", N} where var""##ANON_TV#2272"" <: Any}}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCUpBnd, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,true,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/Table.jl,Base.vcat,mtsig,"Tuple{Table{<:NamedTuple{names}}, Table{<:NamedTuple{names}}, Vararg{Table{<:NamedTuple{names}}}} where names","Tuple{Table{var""##ANON_TV#2312""} where var""##ANON_TV#2312"" <: NamedTuple{names}, Table{var""##ANON_TV#2313""} where var""##ANON_TV#2313"" <: NamedTuple{names}, Vararg{Table{var""##ANON_TV#2314""} where var""##ANON_TV#2314"" <: NamedTuple{names}}} where names","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2312""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2313""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2314""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:names, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,false,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/Table.jl,Base.hcat,mtsig,"Tuple{Table{<:NamedTuple{names}}, Table{<:NamedTuple{names}}, Vararg{Table{<:NamedTuple{names}}}} where names","Tuple{Table{var""##ANON_TV#2317""} where var""##ANON_TV#2317"" <: NamedTuple{names}, Table{var""##ANON_TV#2318""} where var""##ANON_TV#2318"" <: NamedTuple{names}, Vararg{Table{var""##ANON_TV#2319""} where var""##ANON_TV#2319"" <: NamedTuple{names}}} where names","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2317""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2318""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2319""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:names, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,4,true,false,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/Table.jl,Base.hvcat,mtsig,"Tuple{Tuple{Vararg{Int}}, Vararg{Table{<:NamedTuple{names}}}} where names","Tuple{Tuple{Vararg{Int}}, Vararg{Table{var""##ANON_TV#2320""} where var""##ANON_TV#2320"" <: NamedTuple{names}}} where names","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2320""), :(Union{}), :(NamedTuple{names}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:names, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCUpBnd, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,true,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/TypedTables.jl,_ndims,mtsig,"Tuple{Type{<:Tuple{Vararg{AbstractArray{<:Any, n}}}}} where n","Tuple{Type{var""##ANON_TV#2323""} where var""##ANON_TV#2323"" <: Tuple{Vararg{AbstractArray{var""##ANON_TV#2324"", n} where var""##ANON_TV#2324"" <: Any}}} where n","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2324""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCUpBnd, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2323""), :(Union{}), :(Tuple{Vararg{AbstractArray{var""##ANON_TV#2324"", n} where var""##ANON_TV#2324"" <: Any}}), DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:n, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCUpBnd, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,3,true,true,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/columnops.jl,Broadcast.broadcasted,mtsig,"Tuple{Broadcast.DefaultArrayStyle{N}, typeof(merge), Vararg{Table{<:Any, N}}} where N","Tuple{Broadcast.DefaultArrayStyle{N}, typeof(merge), Vararg{Table{var""##ANON_TV#2327"", N} where var""##ANON_TV#2327"" <: Any}} where N","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#2327""), :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:N, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple), list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple)], nil(JuliaSub.TypeConstructor))], false)",false,false,2,true,false,false,true,false,true,../data/ta-info/all/TypedTables.jl
src/logarithm.jl,uconvert,mtsig,"(((Tuple{MixedUnits{Gain{L1, S1, <:Real}}, Level{L2, S2}} where S2) where S1) where L2) where L1","(((Tuple{MixedUnits{Gain{L1, S1, var""##ANON_TV#1797""} where var""##ANON_TV#1797"" <: Real}, Level{L2, S2}} where S2) where S1) where L2) where L1","(JuliaSub.TyVarSummary[JuliaSub.TyVarSummary(Symbol(""##ANON_TV#1797""), :(Union{}), :Real, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar)], list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple)], list(JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:S1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere)], list(JuliaSub.TCWhere, JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:L2, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere)], list(JuliaSub.TCWhere)), JuliaSub.TyVarSummary(:L1, :(Union{}), :Any, DataStructures.LinkedList{JuliaSub.TypeConstructor}[list(JuliaSub.TCInvar, JuliaSub.TCWhere, JuliaSub.TCInvar, JuliaSub.TCTuple, JuliaSub.TCWhere, JuliaSub.TCWhere, JuliaSub.TCWhere)], nil(JuliaSub.TypeConstructor))], false)",false,false,5,true,true,false,true,false,true,../data/ta-info/all/Unitful.jl
